Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);11.08;3.69;17.98;174.14;626.62;3713.04;14.46;56.86;20.83;6.58;20.33;33.56;14.14;83.84;
20 (s);11.17;3.69;18.00;176.39;625.31;3713.03;14.54;56.98;20.76;6.59;20.32;33.81;14.26;83.94;
30 (s);11.26;3.69;18.00;172.10;625.18;3713.30;14.63;57.03;20.72;6.59;20.34;34.00;14.35;84.28;
40 (s);11.35;3.69;18.48;176.76;623.06;3713.48;14.70;57.07;20.66;6.58;20.36;34.16;14.43;84.14;
50 (s);11.43;3.69;18.47;176.04;625.20;3713.35;14.78;57.17;20.64;6.56;20.37;34.32;14.52;84.09;
60 (s);11.51;3.69;18.01;174.23;623.92;3713.55;14.83;57.22;20.64;6.54;20.39;34.44;14.58;84.38;
70 (s);11.59;3.68;17.98;175.93;626.60;3713.52;14.90;57.33;20.62;6.50;20.40;34.58;14.67;84.56;
80 (s);11.66;3.67;18.76;174.24;625.94;3713.31;14.97;57.38;20.60;6.44;20.40;34.67;14.76;84.45;
90 (s);11.74;3.66;18.95;176.80;621.02;3713.45;15.04;57.46;20.61;6.37;20.41;34.74;14.83;84.59;
101 (s);11.81;3.66;18.97;175.98;627.38;3713.46;15.11;57.46;20.60;6.30;20.42;34.81;14.92;84.60;
111 (s);11.89;3.65;19.47;176.34;628.56;3713.90;15.17;57.43;20.58;6.22;20.43;34.87;14.99;85.22;
121 (s);11.95;3.64;26.26;175.18;627.26;3713.80;15.24;57.49;20.69;6.19;20.44;34.90;15.07;85.39;
131 (s);12.01;3.64;33.13;175.68;622.11;3713.97;15.30;57.59;21.20;6.18;20.43;34.92;15.14;85.32;
141 (s);12.06;3.64;38.37;175.63;623.89;3713.75;15.36;57.64;21.49;6.20;20.44;34.95;15.20;85.41;
151 (s);12.10;3.65;41.73;176.35;626.56;3713.52;15.43;57.72;21.77;6.21;20.44;35.00;15.25;85.34;
161 (s);12.13;3.65;44.42;176.09;624.52;3713.25;15.50;57.73;21.97;6.24;20.45;35.03;15.30;85.27;
171 (s);12.16;3.65;46.32;176.85;626.56;3713.89;15.56;57.69;22.07;6.25;20.45;35.07;15.34;85.27;
181 (s);12.19;3.65;49.04;178.28;623.70;3713.85;15.60;57.74;22.15;6.27;20.45;35.12;15.38;85.36;
191 (s);12.21;3.66;51.20;175.33;625.24;3713.68;15.65;57.83;22.19;6.30;20.45;35.17;15.41;85.30;
201 (s);12.22;3.66;52.67;175.62;628.48;3713.73;15.69;57.94;22.23;6.34;20.45;35.23;15.44;85.43;
211 (s);12.23;3.66;53.71;177.69;625.49;3713.72;15.73;58.05;22.25;6.35;20.44;35.29;15.46;85.54;
221 (s);12.24;3.66;55.45;179.38;627.66;3713.64;15.77;58.11;22.28;6.36;20.44;35.35;15.47;85.62;
231 (s);12.25;3.67;57.50;175.24;624.50;3713.62;15.80;58.16;22.29;6.37;20.45;35.40;15.49;85.82;
